点赞,评论,分享,收藏,播放,热词
305528,19128,52728,9869,10343874,"马赫,月球,奥特曼,咱妈,奥特之王,中国,概念,技术,飞行速度,导弹,国家,说吧,列强,速度,达摩,九转,大肠,打击,地球,文物,OK,日本,回来,克利斯,不知道,嫦娥,美国,宕机,灵机一动,能不能"
358636,2691,55471,9122,11520967,"陈泽,李炮,真会,李炮儿,董事长,宕机,我的太阳,好声音,哥们,实力,硕士,发呆,努力,OK,音乐学院,洛桑,九转,大肠,毕业,三令五申,哥们儿,见识,参加,努力了,中国,笑死我了,没事,父亲,冷知识,你听"
164491,8997,1887,5445,10210080,"感谢,班长,老人家,老班长,老人,早日康复,好人,战友,平安,一生,希望,点赞,捐款,父亲,照顾,善良,战友情,扣扣,的人,有情有义,兄弟,扣哥,好心人,看着,老父亲,儿子,账号,捐钱,支持,一家人"
103473,3692,11869,23446,9174198,"爱心,感谢,漂亮,美女,抱抱,好漂亮,流浪,平安果,咖啡,优秀,好听,太美了,晚上好,故乡,人美,好美,唱出,心酸,娘们,歌声,的人,妹妹,唱的,首歌,家乡,歌好听,爹娘,早上好,完美,抖音"
125774,51904,139680,12902,8722978,"OK,就是我,神医,符合,长得帅,调皮,体重,宕机,一句,接受,一句话,九转,大肠,看人,全中,确实,吃不胖,体质,太对了,长肉,完了,长的帅,说的就是,我就是,发呆,这不,事实,一模一样,手腕,好像"
125564,3146,22488,9047,2777946,"玩过,OK,岩浆,女巫,宕机,witch,知识,lava,好玩,男人,地面,学习,喜欢,做过,好好玩,调皮,地板,家庭,起手,踩到,九转,大肠,发呆,脑子,氛围,烧死,笑死了,拿瓦,惊恐,干过"
211696,1567,30205,15395,3359747,"宝宝,吱声,评论,点赞,更好,秒回,思念,好美,发色,好看,也有,呼吸,好好看,好漂亮,声音,美女,链接,活跃,猪头,姐姐,喜欢,公主,拍照,照片,衣服,回赞,会回,好喜欢,音乐,口红"
179425,3120,20646,13979,882594,"神女,好美,宝宝,女是,女神,太美了,大屏,眼含,热泪,美神,我去,好看,美的,求求了,猪头,美死了,求图,疯了,啊啊啊啊,喜欢,bgm,绝了,妈呀,老师,好好看,逞强,落泪,美得,OK,天呐"
121839,6843,23226,19038,6238175,"江西,美女,路过,点赞,彩礼,老乡,爱心,才女,口才,人才,江西人,牛逼,江西彩礼,赣州,老表,提灯,你点赞,上饶,定损,萍乡,宜春,不错,漂亮,最牛逼,吉安,有才,抚州,感谢,女孩,九江"
153876,49340,221881,7681,6533610,"不吃,艾特,我善,OK,孝顺,乌鱼,我有,郭德纲,你呢,吃牛肉,大雁,牛肉,活下来,鸿运当头,鸿雁,吃了,评论区,笑死我了,刷到,调皮,黑鱼,你们呢,张天师,评书,不孝,宕机,保护动物,他善,爱吃不吃,九转"
200548,37434,63316,10896,3016529,"彭于晏,刷到,艾特,艾特我,OK,侵犯,肖像权,照片,at,灵机一动,开户,调皮,干嘛,无力感,无敌,视频,抖音,哥们,你好,出来了,我了,记得,是我,谢谢,兄弟们,老弟,上电视,让我,就是你,吴彦祖"
80858,6939,97615,2534,3014222,"说话,仙人掌,植物,感觉,宕机,精神病,吵架,有没有,听到,听见,会说话,抑郁,真实,吃药,聊天,双相,超能力,重度抑郁,幻听,声音,唱山歌,我家,评论区,还会,有病,能力,交流,脑子里,幻觉,好可爱"
130671,34000,14515,7395,4510729,"回来,回来了,胡汉三,不错,感谢,打工,吐出来,给你,吃了,表演,铲车,老板,胡汉山,爱心,视频,确实,养活,作品,没想到,开发商,真没想到,工资,有点意思,给我送,长工,三哥,优秀,一家人,周扒皮,欢迎欢迎"
243950,15196,207160,16562,5144941,"OK,立正,起手,恶魔,笑死我了,站立,站起来,小伙,大招,老实,零帧,大王,味道,闪电,抽象,低血糖,闪电尖兵,宕机,煎饼,笑死了,睡觉,舔包,艺术,动物,平衡,龙将军,东西,难过,人类,伪人"
233775,14042,73038,9305,1991617,"喜欢,好帅,西安,老公,帅哥,猪头,好喜欢,我喜欢,感觉,理想型,OK,宝宝,调皮,好像,阳光,发呆,你好,好看,我老公,爱了,没见过,眼镜,朋友,长得,类型,宕机,喜欢你,卧槽,我去,想谈"
87435,5492,150254,4975,9712203,"爱情公寓,四季,在哪,感觉,宕机,张伟,看了,第五季,破事精英,回归,情怀,发呆,广告,炒冷饭,第四季,期待,好看,回归了,喜欢,结束了,青春,的人,不想,看过,老了,原班人马,OK,我去,曾小贤,消费情怀"
266918,17993,321750,4852,7997797,"直升机,起飞了,感冒了,上飞机,起飞,飞机,笑死我了,宕机,孩子,直升飞机,小猫,发呆,OK,大肠,九转,大方,走了,晚点,笑死了,老人,调皮,陀螺,感觉,螺旋桨,飞了,脱掉,飞猫,回来,小狗,香菜"
403907,26603,154330,18754,10837347,"宕机,好帅,说拜拜,滑雪,发呆,想玩,感觉,雪崩,九转,大肠,确实,大冒险,OK,红牛,我去,看着,拜拜,好酷,喜欢,极限运动,区别,好爽,自由,板子,白昼,跳楼,问好,暗中观察,试试,拜拜了"
161697,13615,79433,17727,6351793,"东西,能不能,完了,奖励,衣服,袜子,手洗,跪着,抹布,没见过,老公,OK,想要,启动,手机,宕机,nfc,发呆,老婆,王者,王者荣耀,我去,我要,NFC,有没有,孩子,喜欢,调皮,买个,想买"
138894,42777,122340,4959,4040751,"工作,牛郎,正经,宕机,兼职,发呆,日本,日记,这是,OK,哥们,九转,大肠,客人,做什么,大妹子,感觉,干什么,开头,街道,工作者,小哥哥,职业,努力了,惊恐,上厕所,刷到,评论区,脱衣服,干嘛"
215544,25051,199823,4913,10353944,"给它,一巴掌,哈赤,啥玩意,鼻窦,玩意,咧嘴,不好听,锅里,一脚,老远,耳刮子,黑豹,能训,飞机,皮受,吃点,火龙果,潘子,猫我,芝士猞猁,八角,香叶,桂皮,大兜"
328211,25118,142226,17421,12061021,"王炸,云南,陈翔,被骗,出息了,警方,视频,真好,宣传,出国,这不,馅饼,缅甸,拍得,传到,发呆,拍的,的人,孤注一掷,工作,炸炸,宕机,眼熟,暗中观察,声音,九转,大肠,这是,好像,中国"
292193,7044,134942,8245,6235414,"好可爱,布偶,好像,好好看,矮脚,小老虎,好漂亮,好看,宝宝,小猫,猫猫,山猫纹,猪头,好乖,长大,喜欢,山猫,我家,感觉,宕机,尾巴,长得,神兽,太可爱了,繁育,品种,好喜欢,发呆,灵兽,小脑斧"
265243,24628,84888,15929,18434255,"好可爱,宝宝,好漂亮,太可爱了,宝贝,抱抱,感谢,爱心,小公主,小可爱,漂亮,小宝贝,小宝宝,好乖,长大,喜欢,美梦,真可爱,好喜欢,女儿,漂亮的,招人,太漂亮了,拥有,妈妈,好美,好想,融化,太美了,爱了"
224564,7633,177802,12184,9897572,"猫咪,钢琴,音乐,猫猫,按摩,咪咪,留下,弹琴,脑瓜子,猫和老鼠,熏陶,我家,好可爱,告诉你,划拉,老子,孩子,舒服,感觉,小秘密,睡觉,咒骂,曲子,享受,样子,睡着了,九转,大肠,激灵,调皮"
108700,12445,108419,33084,3465660,"英语,学英语,OK,学习,来学,学会了,纯正英语,实用,想学,纯正,实用英语,地道,老师,有用的,英文,学到,纯正的,宕机,fk,学学,法克,卧槽,抖音,有用,好好学,大肠,东西,口语,九转,ing"
178215,20324,58704,5039,4714328,"狗叔,好帅,好狗,孩子,当狗,黑狗,我家,保护,狗子,大黄,想谈,太燃了,扑倒,狗狗,小孩,护卫犬,专业,太帅了,小主人,护主,看了,上桌,恋战,加鸡腿,黄狗,吃饭,辅助,的狗,保护我,主人"
271835,34786,151348,8051,21027643,"赶海,海水,蛏子,猪头,想去赶海,东西,捡到,孩子,好玩,发呆,贝壳,好好玩,螃蟹,地方,大海,大行,广东,去赶海,想玩,玩了,宕机,回家,大鹅,放盐,评论区,去海边,我以为,OK,这是,刷到"
151767,2939,88660,25210,11562641,"喜欢,韩信,韩国,财阀,集团,好看,爱看,身材,发呆,眼光,卸甲,女人,索额图,空姐,不错,你老婆,这是,女色,日本,美女,韩国财阀,拒绝,做起,让我,不白看,漂亮,真好看,花姑娘,老婆,灵机一动"
207799,13722,5332,5913,8105985,"点赞,军人,感谢,致敬,英雄,人民,海军,子弟兵,海军陆战队,中国军人,爱心,平安,一生,好人,战士,速度,可爱的人,救人,太帅了,敬礼,中国,网红,动作,的人,厉害,追星,你点赞,优先,中国海军,落水"
271633,46355,12930,8577,12140830,"种子,农民,希望,烧荒,污染,黑穗病,土壤,国家,高温消毒,更多人,复制,评论,重视,秸秆,粮食,麦子,感谢,一年,焚烧,心疼,辛苦,老百姓,土地,原因,不让,粮食安全,收获,这是,麦穗,腥黑穗病"
137411,17908,220696,3761,9257915,"抽象,OK,宕机,啥意思,小黑子,太抽象了,懂了,没看懂,故人,逆天,发呆,九转,大肠,天才,坤坤,看了,秒懂,哥哥,蔡徐坤,big,评论区,鸽鸽,什么意思,腾讯,黑子,看不懂,调皮,危险行为,疑问,暗中观察"
143605,26431,133779,5310,6276622,"打游戏,对手,人才,贴贴,宕机,OK,宝宝,配做,游戏,暂停,调皮,发呆,对象,女朋友,队友,嫂子,抖音,让我,配当,哥们,男人,哭了,九转,大肠,感觉,csgo,桌子,笑死我了,玩游戏,喜欢"
261953,53358,241944,17033,8381290,"宕机,OK,薅羊毛,感觉,教程,羊毛,东西,女王,妹子,九转,大肠,便宜,求教程,发呆,饿不死,躺平,牛奶,学习,生存指南,博主,买的,这是,看了,临期,调皮,大妹子,生存,的生活,不知道,大帝"
420993,475,6153,6387,2500172,"爱心,感谢,奥迪,你好,赛道,刷到,发呆,电动车,上海,刚建,听说,小米,极速,太酷了,老罗,评论,测试,的作品,主页,调皮,厉害,卧槽,交个朋友,朋友,新号,遇见,是真的吗,抱抱,不行不行,豪华"
150652,3652,56457,16029,4164110,"队伍,整齐,文静,喜欢,爱看,大雷,让开,九转,大肠,好看,先看,朋友,发呆,让我,OK,大王,姐姐,打码,小姐姐,珍妮,老师,博主,你喜欢的,评论区,男朋友,猪头,抖音,冰箱,点赞,不白看"
160734,11637,153744,4602,3520595,"好可爱,猫猫,小猫,勾拳,喵喵拳,两拳,给你,表情包,看我,小拳拳,位置,猪头,九转,大肠,到时候,猫猫拳,猫咪,男朋友,菌子,bangbang,宝宝,给他,拳头,无敌,OK,宕机,拳脚,小子,略懂,给我"
100313,7120,193265,12168,6355916,"拒绝,女色,做起,中华,建设,党和人民,喜欢,姿色,的人,让我,笑死了,抖音,上车,漂亮,山东,姐姐,感谢,平台,好人,一生,平安,不白看,不到,发呆,浙江,广东,政府,CCTV,ETV,关心"
244510,3078,18345,12490,3315501,"团粉,宁宁,小女孩,好可爱,毒唯,spa,团魂,关系,ae,OK,爱看,感觉,话筒,眼含,热泪,四个,喜欢,柳姐,dw,九转,大肠,宝宝,首歌,前奏,四小,chua,偏宁,感情,粉丝,萌死"
145441,5922,165166,4898,11320892,"路虎,over,game,加满,揽子,险胜,老头乐,宕机,加9,柴油,三河,篮子,上路,这是,OK,九转,大肠,揽败,拖拉机,油箱,Game,发呆,发电机,摩托车,疑问,懒蛋,发动机,魂散,腿软,倾家荡产"
122562,4643,43829,5040,6293086,"OK,手机,nfc,NFC,有没有,启动,第五人格,牛逼,没开,苹果手机,设置,调皮,笑死我了,发呆,九转,大肠,原神,支持,东西,哇哦,同学,功能,夸克,历史记录,卡片,苹果用户,在等,挑战,玩的游戏,下载"
83133,1920,15737,3355,2862872,"ee,好厉害,大女主,姐姐,姨姨,好牛,笔记,优秀,好好看,刷到,太厉害了,厉害,学霸,好棒,OK,女人,人生,发呆,看不懂,膜拜,离婚,猪头,牛逼,经济学,老实,敢爱敢恨,喜欢,抱抱,太牛了,好漂亮"
89170,7999,82818,3389,4225091,"给我,好可爱,宝宝,生一窝,快生,小猫,想要,哥哥,猫猫,快点,生个,生只,暗中观察,也有,金渐层,三只,我要,猪头,你生,不生,我想要,抱抱,小猫咪,不想,要求不高,好可爱呀,ID,温柔,没事,可不可以"
330462,23784,180330,11916,6341744,"好可爱,小猫,猫饭,猫猫,猪头,一碗,花生,老板,猫咪,宝宝,宕机,大王,芝麻馅,快到,一杯,小碗,小猫咪,求求了,发呆,长毛,好像,好萌,笑死我了,馅儿,不吃,ing,看着,雕像,给我,这是"
147483,4010,37792,5005,5204393,"中国,中国万岁,仪仗队,祖国万岁,太帅了,整齐,感觉,最帅,国家,中国军人,威武,看着,激动,热血沸腾,当兵,好帅,自豪,祖国,队伍,骄傲,热泪盈眶,大中国,整齐划一,舒服,步伐,就是帅,军人,优雅,气质,看了"
265591,4142,24679,13662,3644860,"评论区,dj,OK,莫名其妙,弹幕,爱女,对口型,感觉,有感觉,首歌,谎言,评论,喜欢,口型,DJ,视频,好爽,表情,抖音,好像,九转,大肠,作者,宕机,好喜欢,长得,姐姐,原版,咋了,都能"
216498,2094,31327,8807,7734779,"金刚狼,狼叔,剑齿虎,死侍,去看,上映,电影,喜欢,期待,九转,大肠,战警,小贱贱,记得,自愈,死了,超级英雄,反派,休杰克曼,出了,漫威,防奸,行者,抑制,这是,宕机,艾德曼,好像,演员,好看"
170501,32579,394905,28909,10048345,"酒店,避雷,害怕,好恐怖,吓人,前台,敲门,我去,喝多了,朋友,吓死了,好可怕,出去玩,开门,神志不清,感觉,名字,城市,走了,出门,女生,房间,报警,发出,感谢,连锁,碰到,可怕,九转,大肠"
74482,13713,84686,6004,8725980,"发财了,吃不完,鱼塘,围起来,这是,多鱼,位置,抓鱼,听懂,吃鱼,发个,听不懂,定位,一句,发财,打开,帮忙,涨水,快点,我来,年年有余,年年有鱼,养鱼,感谢,来了,家门口,把门,烦死了,地方,灵机一动"
118036,4046,119970,25534,4745426,"魔法少女,厄加特,夜归,田耀"
266694,8153,66145,13772,5209333,"姥姥,奶奶,外婆,爸妈,OK,我奶,我妈,姥姥家,给我,姥爷,做饭,回家,真实,吃饭,九转,大肠,笑死我了,爷爷奶奶,宕机,猪头,瘦了,手机,孙子,一模一样,回来,调皮,打电话,妈妈,奶奶家,回去"
193607,9081,121556,5063,11644502,"扣篮,卧槽,牛逼,弹跳,哥们,发呆,体重,身材,身高,厉害,天赋,膝盖,感觉,宕机,大叔,臂展,跳起来,巴克利,德隆,篮筐,给我,只能,锡安,篮板,大哥,看着,这是,矮框,疑问,我以为"
122749,19667,186800,37611,8423885,"软件,帮我,p图,修图,学学,P图,拍照,姐妹,技术,pp,有没有,猪头,能帮,不知道,宝宝,评论区,宕机,OK,背景,拍的,感觉,照片,身材,发呆,还原,美貌,可怕,牛啊,肚子,好心人"
137012,22414,67747,6336,2481000,"光遇,成都,有没有,宕机,眼含,热泪,代购,感觉,我去,打卡,宝宝,羡慕,跑图,光遇玩家,手机,四川,搭子,好想,不知道,周边,帮我,小陈,多少钱,好消息,坏消息,看了,玩了,明白,凯隐,OK"
408738,3191,94438,18251,2938101,"喜欢,好帅,时间,好像,仔细,老公,宝宝,乔奢费,帅哥,OK,感觉,滤镜,好看,调皮,理想型,好喜欢,照片,主播,我喜欢,嘴角,头发,长得,发型,有点像,手指,女朋友,宕机,发呆,链接,男朋友"
204251,8792,188961,4740,5498149,"好可爱,宝宝,肚子,粘贴复制,给我,姨姨,复制粘贴,猪头,眼睛,小孩,孩子,打针,小宝宝,链接,袜子,我要,国家,喜欢,太可爱了,好像,害怕,生个,好大,抱抱,想要,好乖,玩玩,哭了,求求了,还会"
102784,36384,7359,4032,4212585,"中国,喜欢,外国人,不喜欢,中国人,不惯,中餐,内脏,老外,外国,口味,很正常,不吃,菜系,好吃,说实话,国家,就像,实话,饮食习惯,地方,喜不喜欢,不爱,不习惯,饮食,西餐,的人,食物,东西,确实"
88345,3521,3214,6010,9245763,"入党,党员,党龄,战友,人民,路过,服务,同志,入伍,优秀,你好,希望,感谢,漂亮,不忘初心,火箭军,入团,祖国,初心,爱心,制作,做的,班长,湖南,致敬,敬礼,抱抱,中国,老百姓,士官"
76232,21642,171478,5305,9457585,"武汉,感谢,长江,瓷砖,大城市,暴雨,看海,网友,注意安全,下雨,平安,希望,雨水,大雨,地方,游泳,发呆,上班,洪水,江滩,湖北,涨水,城市,山东,河南,这是,水位,宕机,好大,人民"
218676,14112,356166,8030,17542272,"警察,电棍,摄像头,所里,执法记录仪,大哥,上了,记录仪,感觉,上车,没电了,长时间,人了,天都,监控,派出所,就知道,不知道,暗中观察,地方,审讯,回到,局子,警察叔叔,天塌,带走,小黑屋,找个,动手,老实"
411293,4453,32439,9745,15586332,"平安,希望,氢氟酸,消防员,坚定,出警,衣服,回来,归来,感谢,工资,记得,看着,步伐,犹豫,背影,英雄,都能,骨头,人员,待遇,天津港,前男友,新闻,抱抱,的人,心疼,保护,人民,罐车"
78049,2025,99364,12224,5799798,"不白看,你点赞,好看,女人,有限公司,老了,我去,袜子,真好看,抖音,穿成,小雨,帮我,儿子,后妈,性感,路线,闫盼盼,调皮,sir,干净,淑女,感觉,程儿,真美,完美,理想型,俗话说,衣服,兄弟"
159398,10402,48268,27460,3065374,"小萝卜,宕机,OK,九转,大肠,海底小纵队,海底,笑死我了,克洛,发呆,琳德,原神,芙芙,报告,萝贝,两眼一黑,毫无违和,纵队,笑死了,感觉,看过,喜欢,我家,调皮,大王,枫丹,好可爱,无敌,芙宁娜,我服了"
86446,19535,76745,8596,9613659,"洗头,孩子,爱干净,宝宝,宝贝,节约用水,洗发水,太可爱了,小孩,聪明,好可爱,就知道,过日子,大人,洗头发,给她,小宝贝,长大,节约,表扬,懂事,省水,这是,不该,有模有样,洗洗,妈妈,我家,洗澡,小可爱"
193689,43572,1051,9156,1851387,"好人,平安,一生,感谢,爱心,点赞,小伙子,帅哥,小伙,小孩,平安果,男子,小帅哥,好心人,家庭,善良,你点赞,好心,孩子,男孩,小男孩,见义勇为,大人,正能量,谢谢,救人一命,英雄,健康,的人,救人"
295243,12801,134203,5904,9092176,"撞了,没事,医院,走了,电动车,被撞,的人,开车,爬起来,骑车,直行,赔偿,检查,抱抱,一句,感觉,善良,报警,回家,电瓶车,全责,不知道,有没有,医药费,一句话,碰到,OK,司机,上班,讹人"
99372,7854,68798,3644,11601138,"百里,一票否决权,守约,宕机,一票否决,OK,暴击,五常,发呆,逆天,攻速,羊刀,百里守约,狙击枪,机关枪,超标,加特林,队友,哥们,伤害,九转,大肠,投降,巴雷特,后羿,王者,感觉,新赛季,自动步枪,变异"
109411,1854,91290,12780,5132212,"吊牌,退货,视频,女人,不白看,衣服,标签,理由,好色,穿成,非常感谢,谁的老婆,感谢,政府,抖音,平台,CCTV,关心,爱护,我的人,好人,一生,平安,你点赞,刷到,生活,老子,有钱,后妈,泳衣"
98597,27979,408512,7252,9982195,"功德,打针,好笑,危险,发呆,裂开,梦鹿,瓜娃子,你干,人事"
106593,5912,5782,18679,4908148,"感谢,爱心,子弟兵,人民,致敬,点赞,辛苦了,解放军,英雄,平安,惊讶,平安果,军人,这是,抱抱,洪水,中国,注意安全,农民,人民解放军,中国人民解放军,孩子,无情,一生,有情,辛苦,困难,平平安安,好人,咖啡"
