播主昵称,达人详情链接,抖音号,视频标题,发布时间,视频时长,热词,视频详情链接,视频链接,PC1,PC2
小扬,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=47595679&tab=&ts=1719989024&sign=f6d5e92a98454a17eaace1dfb4657ce6,xiaoyang751829,[小扬](2024-06-26)发布的视频,2024/6/26 20:48:56,23秒,"感谢,英雄,爱心,致敬,平安,好人,一生,点赞,舍己救人,致敬英雄,平安果,抱抱,保佑,人民,学习,辛苦了,舍已救人,救人,英雄们,抱拳,你点赞,老天,救人英雄,惊讶,人民英雄,敬礼,平平安安,长命百岁,注意安全,民警",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384793091905015059&dateCode=20240626&ts=1719989024&sign=3cf3ad3d9522db73389f9df7dfde5e7b,https://www.douyin.com/share/video/7384793091905015059/?mid=,1170171.9124266908,61552.85083773209
武器解码,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=25892437&tab=&ts=1719989024&sign=6ac83017d1fb6b5b0eefb04b67efa75e,119305669,M4 #创作灵感,2024/7/1 6:43:50,45秒,"握把,消音器,垂直握把,三角,M416,四倍镜,后坐力,消音,不好,压不住,子弹,m4,不好用,小黄车,压枪,感觉,M4,直角,轻型握把,喜欢,好用,玩意,确实,雷神,扩容,拇指,不稳,漂亮,弹鼓,不错",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386430686816701708&dateCode=20240701&ts=1719989024&sign=544285b18073cab833d891ea0a6cb6cd,https://www.douyin.com/share/video/7386430686816701708/?mid=,5005009.741707506,354986.16027675464
小杨同学Malaysia,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=32641436&tab=&ts=1719989024&sign=e691e4faac5e8b311b8027778ff037f3,R1200R,#专业动作请勿模仿,2024/6/29 15:14:23,13秒,"OK,展示,八字,宕机,老实,发呆,牛逼,阿迪达斯,阿迪,评论区,摩托车,惊恐,试试,广告,逆天,大王,摩托,九转,大肠,素材,用户,无敌,老祖宗,回去,nb,讨厌,看评论区,笑死我了,打钱,哥们",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385820110847593737&dateCode=20240629&ts=1719989024&sign=6558e34db43c40ce80fbfdd6cb9bcd17,https://www.douyin.com/share/video/7385820110847593737/?mid=,-1167703.573397368,134528.81737452195
烤榴莲,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=51710677&tab=&ts=1719989024&sign=3720abfaaad51a77d6f7e5fdb26dceaa,40736817385,#浅跳一下 #扭一扭 #小肚子 #扭胯舞,2024/6/30 19:26:51,10秒,"退后,先看,男朋友,OK,评论区,喜欢,让我,回来吧,好了,艾特,快递,宝宝,姐姐,欢看,他好,给我,爱看,菜鸟驿站,帮我,好看,没事了,调皮,美女,对象,大妹子,娇妻,回来,朋友,身材,网易",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386256266198273295&dateCode=20240630&ts=1719989024&sign=f2910ab4452ff82f767f2bbc386ba352,https://www.douyin.com/share/video/7386256266198273295/?mid=,-1089305.9150981645,165514.93587231563
比那多超市临安店小庞,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65739300&tab=&ts=1719989024&sign=d8481d56866333fefe5a22b2fe6cdab1,95390558619,综艺界的“笑星”！亲身体验你的肚子会为之疯狂翻滚的乐趣 #综艺搞笑 #娱乐乐趣,2024/6/30 12:37:02,40秒,"聪明,好聪明,宕机,发呆,好可爱,小猫,福福,猫猫,艾特,我去,聪明的,OK,开心,给你,笨狗,见过,我家,九转,大肠,灵石,好厉害,成精,猪头,小子,高考,感觉,我靠,我给,暗中观察,想要",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386150547474222371&dateCode=20240630&ts=1719989024&sign=de1346debe8cb732e81dedc9c6495d7a,https://www.douyin.com/share/video/7386150547474222371/?mid=,3414784.2955775205,135489.3326229459
是个自律的👧,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=21996449&tab=&ts=1719989024&sign=498f226d4e666cc47165dcf1d183e8e7,y99663311,#翘臀美臀 #肉感类型 #开肩开胸腔 #腰臀比,2024/6/28 12:23:23,11秒,"实名,观看,爱看,让我,的人,阿姨,笑死了,拒绝,女色,喜欢,做起,振兴中华,广东,OK,九转,大肠,好看,暴雪,发呆,湖南,地板,朋友,广西,抖音,宕机,不白看,安徽,这是,暗中观察,灵机一动",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385404964849405247&dateCode=20240628&ts=1719989024&sign=9bf51fa22b9ab69cac36a76d55c64c7c,https://www.douyin.com/share/video/7385404964849405247/?mid=,1487564.96239509,387821.35333409946
哈尔.,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=63699947&tab=&ts=1719989024&sign=f3c1ad324007e500d82e8676e5933f7e,23305967122,那远山呼唤我#新疆的后劲太大了 #来新疆感受美丽大自然,2024/6/26 21:55:50,8秒,"呼唤,远山,新疆,好美,太美了,工资,这是,孩子,还得,地方,上班,老公,有钱,出发,好想,没钱,我了,好看,不想,感觉,AI,抖音,好漂亮,去过,灵机一动,玩了,有没有,好好看,别搞,美的",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384810325318602036&dateCode=20240626&ts=1719989024&sign=ef4ad97ab0317a1048f55baff7911ad6,https://www.douyin.com/share/video/7384810325318602036/?mid=,7305047.804727655,7719.535308712151
山岸由花子,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=53011012&tab=&ts=1719989024&sign=d1954f88034f185130587b9a81fb80ad,iiBonbon,我知道她不属于我…但是我一上号看新衣服就被死死吸引住了。。。她是不是有点太美了啊啊啊啊啊啊啊啊啊？！#逆水寒顶奢时装 #逆水寒六翼天使 #逆水寒周年庆 #逆水寒手游,2024/6/28 11:06:29,12秒,"OK,逆水寒,衣服,好看,好好看,宕机,人民币,想要,九转,大肠,莫名其妙,茶壶,15w,能不能,好美,少爷,我去,买不起,喜欢,小姐,咬咬牙,发呆,逞强,落泪,感觉,真好看,给我,翅膀,不买,有钱人",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385385139825642778&dateCode=20240628&ts=1719989024&sign=982c7de272822308bfcbc520448b7962,https://www.douyin.com/share/video/7385385139825642778/?mid=,-929536.919390688,37739.98183570222
天长广播电视台综合频道,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=58571757&tab=&ts=1719989024&sign=818c30fce91a5d3a1ba55fa4dbb9b36e,37582051545,特大暴雨中，民警勇救51人后被大水冲走，又奇迹生还 #人民警察  #致敬英雄  #正能量,2024/6/26 17:26:04,32秒,"感谢,英雄,点赞,爱心,平安,好人,一生,致敬,人民英雄,旭恒,人民,舍己救人,平安果,致敬英雄,学习,中国,你点赞,健康长寿,真英雄,民警,健康,大英雄,抱抱,抱拳,保佑,救人,舍已救人,平平安安,英雄点,一等功",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384740820135480611&dateCode=20240626&ts=1719989024&sign=e042926a8083689effc01f080a142047,https://www.douyin.com/share/video/7384740820135480611/?mid=,3846187.9235268687,69462.8227319602
重庆焦点,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=35851198&tab=&ts=1719989024&sign=15c91dd9f627a168d8ebe2f7a5bf2fd4,64261962353,"#王佳音深深的话浅浅说
好像一场爱心接力赛",2024/6/28 13:15:33,57秒,"孩子,有爱,好人,的人,善良,外卖小哥,温暖,骑手,暖心,真好,老板娘,感谢,世界,平安,一生,外卖,感动,爱心,生意,生活,人间,外卖员,帮忙,长大,抱抱,美团,宝宝,都是,接力,看着",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385418396059389196&dateCode=20240628&ts=1719989024&sign=728c99c39e9fb91ca1caa2316da832f4,https://www.douyin.com/share/video/7385418396059389196/?mid=,-373886.40025422885,123512.05837738255
上海万达影城,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=1819243&tab=&ts=1719989024&sign=8896a08901a01c258d16c3d7d1070795,shwandacinema,安静的时候忽然想起一件尴尬的事情😳#头脑特工队2,2024/6/26 22:03:36,5秒,"好可爱,忧忧,OK,电影,好像,想到,笑死我了,喜欢,尴尬,去看,感觉,九转,大肠,想起,真实,好看,一模一样,尴尬的,有点像,宕机,宝宝,太可爱了,莫名其妙,发呆,我了,笑死了,ing,是我,头脑,事情",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384812306003250472&dateCode=20240626&ts=1719989024&sign=735034845a1d43f81bf6981d509bc6b6,https://www.douyin.com/share/video/7384812306003250472/?mid=,-2139232.1151074367,63305.72756591396
五月和26只猫狗,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=56481173&tab=&ts=1719989024&sign=2756731338f8eed16267e19e62f610e0,wy1050201,回复 @再见江户川的评论 让你失望了！！狗活得好好的，而地狱之门永远为你敞开！！#流浪狗救助,2024/6/28 16:44:57,8秒,"血肉,狗肉,山东,长出,疯狂,被爱,狗狗,OK,的人,小狗,山东人,好人,江户川,我家,评论,平安,爱会,一生,宝宝,评论区,太庙,抱抱,艾特,配享,好吃,盖庙,喜欢,动物,抖音,感谢",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385472373199211811&dateCode=20240628&ts=1719989024&sign=58ea0eb1649ef60e4e1a9d74f6070d42,https://www.douyin.com/share/video/7385472373199211811/?mid=,4293190.808566555,34216.496165845325
芒果小甜心,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=2768279&tab=&ts=1719989024&sign=691dfbbbefa25ee75cef77f311e4ca2d,92341517,留子:老家来人了，硬气了 #留学生 #强军战歌 #阅兵,2024/7/2 11:03:36,32秒,"来人,留子,老家,军中绿花,娘家,眼泪,留学生,中国人,完了,军训,预备,回应,热泪盈眶,娘家人,热血沸腾,哭了,寒风,飘飘,落叶,狗仗人势,唱歌,宕机,解放军,仪仗队,感动,激动,我不会,首歌,中国,白俄罗斯",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386868746402434343&dateCode=20240702&ts=1719989024&sign=1ea978a17902d30ba09195c2331cbc4f,https://www.douyin.com/share/video/7386868746402434343/?mid=,1167166.6669255442,569682.4902305931
小鑫同学的旅行📸,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=64301077&tab=&ts=1719989024&sign=1d6d8dad41f8c84503d9bdc6cf353941,tangxin8066,在瑞士骑盖尔默过山车！看风景🤯#旅行 #瑞士,2024/6/30 11:55:43,9秒,"瑞士,过山车,我去,好想,猪头,感觉,发呆,盖尔,文案,钱会,回来,抖音,有钱,道理,风景,去吧,OK,好美,出去玩,新疆,往返,坡度,样子,阿尔卑斯山,川西,文旅,诱惑,没钱,欧洲,出发",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386140002087914806&dateCode=20240630&ts=1719989024&sign=7a361d0a88782d1ebc70861b3d2c68c5,https://www.douyin.com/share/video/7386140002087914806/?mid=,4876895.822684253,65394.81842656035
埃及法老刘正曦,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=43603961&tab=&ts=1719989024&sign=f3bda98c3b7a9569ae4488d1210485f7,Farida12186,去年今天，一个埃及法老在中国硕士毕业了 #毕业典礼 #埃及法老 #法老,2024/6/28 18:31:22,29秒,"法老,宕机,发呆,埃及,好高,中国,埃及法老,好高啊,好帅,木乃伊,衣服,感觉,抖音,国家,毕业,九转,大肠,考研,埃及人,我去,硕士,我以为,宠妃,好像,文化,多高,好酷,见到,学校,刷到",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385499796007554345&dateCode=20240628&ts=1719989024&sign=4db35848a74d5131f62c7f3ab8a89dab,https://www.douyin.com/share/video/7385499796007554345/?mid=,8017800.729970537,17868.575069444963
盛家大娘子营销号,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=64313195&tab=&ts=1719989024&sign=b7c8394bd077e6b0d72b4559268baa16,25071027769,弱国无外交，真理只在大炮射程之内 #嫦娥六号 #中国航天 #中国 #太空 #月壤,2024/6/30 11:06:33,52秒,"中国,马赫,真理,大炮,祖国,中国人,争气,奥特曼,咱妈,国家,文物,强大,骄傲,爽文,万岁,归还,我妈,妈妈,射程,大英博物馆,日本,回来,收徒,九转,大肠,导弹,尊严,感谢,繁荣昌盛,中华人民共和国",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386127305740995878&dateCode=20240630&ts=1719989024&sign=4f76d6292877786f5251d7c76e7791d7,https://www.douyin.com/share/video/7386127305740995878/?mid=,7591590.392039876,25220.868555579484
玉溪交警,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=7593061&tab=&ts=1719989024&sign=ea2bccdf53e61d5b5165a03b2335f649,yuxijiaojing,小伙骑车摔倒，汪汪队来“吃”援...#谨慎驾驶 #安全头盔 #交通安全,2024/6/29 9:35:38,33秒,"减速带,笑死我了,吃了,玉米肠,路面,颜色,看不到,头盔,宕机,笑死了,摔了,设计,地面,这是,官方,水泥,好可爱,感觉,看得,看了,有问题,骑车,好疼,小狗,牙齿,没用,我以为,不快,合理吗,我还以为",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385732835534982437&dateCode=20240629&ts=1719989024&sign=0ba8d31cc80304b85819b411cf83d08c,https://www.douyin.com/share/video/7385732835534982437/?mid=,2637242.3090323764,97419.87287749544
小垚同學,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=17882593&tab=&ts=1719989024&sign=11f4af54b647f60bc11f54a030a1cf48,Yao_0628,让海风吹拂了五千年 🇭🇰1997年7月1日香港回家了 #香港回归,2024/7/1 0:00:41,22秒,"香港,香港回归,生日,回归,出生,首歌,祖国,繁荣昌盛,抱抱,祝福,庆祝,普通话,回家,生日快乐,去过,热烈庆祝,祝福祖国,爱心,记得,听到,是我,歧视,地方,好想,香港人,粤语,东方之珠,荣幸,感谢,时间",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386326828677369142&dateCode=20240701&ts=1719989024&sign=963ad3b6fc7b5ed31f49fc71c2c52963,https://www.douyin.com/share/video/7386326828677369142/?mid=,105943.58993033809,7164.539293507928
洪拳传承-黄文城,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=18443256&tab=&ts=1719989024&sign=8fe618628b390cd873ae9efb32e49cb6,MMSHQYJH2008,猴形拳#一套动作行云流水 #武术,2024/6/30 10:16:44,1分10秒,"真功夫,厉害,功夫,六小龄童,猴拳,表演,感谢,不错,高手,动作,年龄,好功夫,抱拳,西游记,民间,孙悟空,功底,实战,完美,穿上,历害,牛逼,猴子,真棒,武术,衣服,确实,灵活,这是,漂亮",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386114487469870347&dateCode=20240630&ts=1719989024&sign=f66744ac71053d4420f2474111778d81,https://www.douyin.com/share/video/7386114487469870347/?mid=,3318297.127598965,52087.73565123778
VIVANTIVY,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=45166279&tab=&ts=1719989024&sign=c017c36609d11fc1df4e748bae34fae2,oooivy,成熟男人 #吴世勋 #sehun,2024/6/28 11:38:52,18秒,"性感,男人,麦克,在这,弱爆了,不需要,都比,结婚,贵气,身材比例,好耶,帅到,领导,跳舞,超喜欢,太帅了,早点睡,DO,上热门,讨厌,眼袋,痘印",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385393497819434275&dateCode=20240628&ts=1719989024&sign=71deac74655de18d2fe6340ef21c96b8,https://www.douyin.com/share/video/7385393497819434275/?mid=,358840.1474252681,52746.999545913284
吃恩,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=49386039&tab=&ts=1719989024&sign=736b5fb449c7eb391f9b93de25d161e7,plcccwant.,如果爱上你是一种错 我情愿一错再错,2024/6/27 23:52:54,,"冰箱,我家,赵露思,OK,好看,评论区,全是,剩菜,都是,感觉,宝宝,喜欢,调皮,身材,帽子,情愿,好像,衣服,适合,链接,九转,大肠,有感觉,爱上你,给我,拍个,照片,拍的,姐姐,给你",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385211546034638090&dateCode=20240627&ts=1719989024&sign=ffa038ba5a4e3c49b0121cbcd374b7fe,https://www.douyin.com/share/video/7385211546034638090/?mid=,-327365.2190635826,67852.91606595513
工地阿强,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=25161303&tab=&ts=1719989024&sign=39434f6b1f992bd11a69a54bebc1b9eb,28581397974,老安全员说多学一门手艺没毛病...#工程人 #安全员 #工地 #安全帽 #建筑工地,2024/6/26 17:28:26,16秒,"安全员,ps,安全帽,工地,PS,工作,帽子,笑死,帽带,九转,大肠,笑死我了,大佬,p图,公章,笑死了,暗中观察,照片,技术,老板,领导,隐患,评论区,P图,干过,整改,一份,就业,罚款,灵机一动",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384741387041852726&dateCode=20240626&ts=1719989024&sign=4b0c0e58e6f5414ce1ce9353e8dadfab,https://www.douyin.com/share/video/7384741387041852726/?mid=,11801369.81747715,-24543.922890080612
yy太美了8,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=28932652&tab=&ts=1719989024&sign=9f744d211e66e146f8e79fea449ea589,yytaimeile8,我有什么错 我只是射手座,2024/6/26 21:35:34,12秒,"射手,喜欢,好看,掉下去,射手座,不白看,新加坡,这是,发呆,你老婆,老公,爱看,底层,老婆,卖力,一不骗,二不骗,微不足道,现实,陌生人,送温暖,黑暗,用户,取悦,一个人,春风,过客,繁星,星河,祝你",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384799915450322214&dateCode=20240626&ts=1719989024&sign=290872d9aa99c2ba5ed2ac0d51d85d56,https://www.douyin.com/share/video/7384799915450322214/?mid=,494119.58829566673,168561.97875878843
宋词屿,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=63297304&tab=&ts=1719989024&sign=860d46f508b4696a7117a6c513591fc6,74930736857,原来思念也有生命 有呼吸 有你,2024/6/26 17:42:56,6秒,"思念,也有,喜欢,呼吸,有你,生命,宋词,帅哥,宝宝,好帅,OK,眼睛,老公,调皮,抖音,感觉,名字,猪头,陈喃,首歌,九转,大肠,不想,推荐,刷到,让我,看帅哥,爱了,偷看,女生",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384745169905536283&dateCode=20240626&ts=1719989024&sign=82f7ef080e3fa92159a8ebddbaa53145,https://www.douyin.com/share/video/7384745169905536283/?mid=,-1074082.4640412068,125346.71561841965
金爆爆,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=36131734&tab=&ts=1719989024&sign=44bbb4beae4f2fdc7f3788ccb8172ccf,94548884012,如果你看完这个片段，就能理解为什么仙剑三封神了#仙剑三 #杨幂 #胡歌 #bgm #影视剧里的封神bgm,2024/7/1 14:11:42,55秒,"bgm,鸡皮疙瘩,杨幂,BGM,起来了,感觉,赵无延,屋檐,抬头,演技,仙剑三,音乐,景天,仙剑,雪见,响起,电视剧,宿命感,配乐,没错,麦振鸿,胡歌,仙剑一,看过,恰到好处,一响,紫萱,灵动,喜欢,看了",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386546099395333386&dateCode=20240701&ts=1719989024&sign=a8211d100d379c4a579a989cf20e5c4b,https://www.douyin.com/share/video/7386546099395333386/?mid=,14535051.38722689,254714.8576536015
Model莉娜,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=29332316&tab=&ts=1719989024&sign=2dff19ed33b572a4f836f4cd372f55b6,47665763406,#试穿50件婚纱啥体验 #每个女孩的婚纱梦 #美丽的新娘 #穿婚纱的你,2024/7/1 9:42:36,8秒,"猫哥,爱看,阿姨,休息,前提,让我,拒绝,喜欢,不白看,抖音,婚纱,严选,你点赞,感谢,赵七,好人,平安,广东,发呆,评论区,太美了,居里夫人,不想,女人,穿成,非常感谢,谁的老婆,政府,平台,CCTV",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386476778946071860&dateCode=20240701&ts=1719989024&sign=27b8315a14c275080730802d5d53df25,https://www.douyin.com/share/video/7386476778946071860/?mid=,-199314.95318388738,234778.02319984196
